"","V1"
"2016-08-16 15:27:51",0
"2016-08-16 15:28:01",0.130727458046749
"2016-08-16 15:28:11",2.4046935858205
"2016-08-16 15:28:21",3.32374123320915
"2016-08-16 15:28:31",3.2859562067315
"2016-08-16 15:28:41",3.75339931226335
"2016-08-16 15:28:51",1.39021514542401
"2016-08-16 15:29:01",2.41913622524589
"2016-08-16 15:29:11",1.99364805570804
"2016-08-16 15:29:21",-0.347942590713501
"2016-08-16 15:29:31",-0.066747619304806
"2016-08-16 15:29:41",0.150787737686187
"2016-08-16 15:29:51",0.122221866622567
"2016-08-16 15:30:01",2.29255329351872
"2016-08-16 15:30:11",2.28026432334445
"2016-08-16 15:30:21",3.5024375023786
"2016-08-16 15:30:31",0.651148507604375
"2016-08-16 15:30:41",1.13095586467534
"2016-08-16 15:30:51",2.04936934495345
"2016-08-16 15:31:01",-0.167743961093947
"2016-08-16 15:31:11",-1.25730885565281
"2016-08-16 15:31:21",-2.23111101728864
"2016-08-16 15:31:31",-1.31216169381514
"2016-08-16 15:31:41",-2.79152636532672
"2016-08-16 15:31:51",-5.23542440473102
"2016-08-16 15:32:01",-3.92786810430698
"2016-08-16 15:32:11",-5.30571324611083
"2016-08-16 15:32:21",-6.23225819435902
"2016-08-16 15:32:31",-3.82379674050026
"2016-08-16 15:32:41",-5.80649875919335
"2016-08-16 15:32:51",-6.46493575908244
"2016-08-16 15:33:01",-3.49558602645993
"2016-08-16 15:33:11",-3.35862196725793
"2016-08-16 15:33:21",-0.855243591126055
"2016-08-16 15:33:31",-0.268723418237641
"2016-08-16 15:33:41",-0.504594708792865
"2016-08-16 15:33:51",-1.28667238983326
"2016-08-16 15:34:01",-1.84513762244023
"2016-08-16 15:34:11",-0.335812650388107
"2016-08-16 15:34:21",-2.47344655171037
"2016-08-16 15:34:31",-3.99011373217218
"2016-08-16 15:34:41",-5.72452360019088
"2016-08-16 15:34:51",-4.35081363050267
"2016-08-16 15:35:01",-7.20665638195351
"2016-08-16 15:35:11",-5.59043266461231
"2016-08-16 15:35:21",-3.78646506392397
"2016-08-16 15:35:31",-6.18085810728371
"2016-08-16 15:35:41",-8.59265637933277
"2016-08-16 15:35:51",-6.48657643888146
"2016-08-16 15:36:01",-8.97511361259967
"2016-08-16 15:36:11",-8.97511361259967
"2016-08-16 15:36:21",1.02488638740033
"2016-08-16 15:36:31",-3.97511361259967
"2016-08-16 15:36:41",3.02488638740033
"2016-08-16 15:36:51",-3.97511361259967
"2016-08-16 15:37:01",1.02488638740033
"2016-08-16 15:37:11",-8.97511361259967
"2016-08-16 15:37:21",-9.85695799137466
"2016-08-16 15:37:31",-12.8213825107086
"2016-08-16 15:37:41",-14.4356976288836
"2016-08-16 15:37:51",-17.2051933379844
"2016-08-16 15:38:01",-15.5017072542105
"2016-08-16 15:38:11",-13.0105775285047
"2016-08-16 15:38:21",-11.0127066273708
"2016-08-16 15:38:31",-12.2178354416974
"2016-08-16 15:38:41",-9.65401987102814
"2016-08-16 15:38:51",-10.3631200175732
"2016-08-16 15:39:01",-10.1740637028124
"2016-08-16 15:39:11",-8.82894310844131
"2016-08-16 15:39:21",-6.48986779642291
"2016-08-16 15:39:31",-5.57748726569116
"2016-08-16 15:39:41",-2.7725005208049
"2016-08-16 15:39:51",-2.11827972228639
"2016-08-16 15:40:01",-3.38419293891639
"2016-08-16 15:40:11",-2.00721891154535
"2016-08-16 15:40:21",-4.25637248810381
"2016-08-16 15:40:31",-1.75969561119564
"2016-08-16 15:40:41",-2.28952489304356
"2016-08-16 15:40:51",-1.7290565315634
"2016-08-16 15:41:01",-0.779820114606991
"2016-08-16 15:41:11",2.07336060656235
"2016-08-16 15:41:21",3.60710889101028
"2016-08-16 15:41:31",5.65740994387306
"2016-08-16 15:41:41",4.54707578220405
"2016-08-16 15:41:51",7.24423776939511
"2016-08-16 15:42:01",9.33812689734623
"2016-08-16 15:42:11",9.06684409920126
"2016-08-16 15:42:21",9.02345980843529
"2016-08-16 15:42:31",8.81602453440428
"2016-08-16 15:42:41",10.9506299130153
"2016-08-16 15:42:51",8.39937888015993
"2016-08-16 15:43:01",8.07775657251477
"2016-08-16 15:43:11",9.90325232804753
"2016-08-16 15:43:21",8.58400390762836
"2016-08-16 15:43:31",7.56100765429437
"2016-08-16 15:43:41",9.24029142712243
"2016-08-16 15:43:51",7.53135358029976
"2016-08-16 15:44:01",5.91477221134119
"2016-08-16 15:44:11",4.33011588198133
"2016-08-16 15:44:21",6.92635451350361
