"","V1"
"2016-08-16 13:33:04",90
"2016-08-18 19:01:58",90.5271343500353
"2016-08-19 10:39:55",89.0126430955715
"2016-08-20 15:41:27",88.797515984159
"2016-08-21 22:39:38",89.0048250169493
"2016-08-23 23:49:35",88.9766243300401
"2016-08-24 19:21:17",89.982295806054
"2016-08-26 11:59:46",88.0791662661359
"2016-08-28 00:43:41",90.0329622356221
"2016-08-29 08:13:16",88.57397746481
"2016-08-30 19:22:56",89.4100767876953
"2016-08-31 03:33:39",90.3591873054393
"2016-09-01 05:33:22",88.9689917941578
"2016-09-02 16:14:35",88.68969028024
"2016-09-02 21:04:50",90.2549822274595
"2016-09-03 05:00:43",88.5492689064704
"2016-09-03 21:57:02",90.1060720304959
"2016-09-03 23:31:13",90.4770184303634
"2016-09-06 01:45:21",90.4537674360909
"2016-09-06 22:33:29",90.2394412038848
"2016-09-09 04:07:09",88.3933636518195
"2016-09-11 04:32:09",87.3734849086031
"2016-09-12 23:37:06",86.6686156569049
"2016-09-14 11:58:04",86.9864770700224
"2016-09-16 20:07:52",86.9313914119266
"2016-09-17 19:03:44",88.0641023460776
"2016-09-19 13:26:33",89.139129164163
"2016-09-19 22:34:53",87.7777512278408
"2016-09-22 08:20:30",89.6757252169773
"2016-09-22 12:16:56",89.5018166466616
"2016-09-23 12:19:44",88.3552746237256
"2016-09-23 21:14:35",87.7016370934434
"2016-09-25 10:33:19",86.7194040068425
"2016-09-27 06:04:20",87.7634387775324
"2016-09-28 17:14:33",87.8102398421615
"2016-09-29 16:15:33",87.8854939904995
"2016-10-01 23:36:43",89.7828777791001
"2016-10-04 07:42:19",89.3801389220171
"2016-10-06 10:03:32",90.0664505651221
"2016-10-07 10:09:58",90.3152149352245
"2016-10-08 16:48:09",89.4311758270487
"2016-10-10 02:08:40",88.2234372412786
"2016-10-11 00:24:19",87.0939487461001
"2016-10-12 19:05:39",87.7277146829292
"2016-10-14 16:16:41",86.7651818944141
"2016-10-16 22:55:31",87.0059352996759
"2016-10-19 03:01:25",87.2143602101132
"2016-10-19 17:59:07",88.4516530805267
"2016-10-20 17:25:28",89.7444924814627
"2016-10-22 10:37:01",89.9612964903936
"2016-10-22 16:51:41",89.9612964903936
"2016-10-22 18:54:11",85.9612964903936
"2016-10-23 23:03:38",86.9612964903936
"2016-10-23 23:17:11",82.9612964903936
"2016-10-25 06:52:24",86.9612964903936
"2016-10-26 08:31:44",85.9612964903936
"2016-10-27 05:33:51",89.9612964903936
"2016-10-28 02:15:19",89.8577788909897
"2016-10-28 17:19:27",91.6824348531663
"2016-10-30 04:11:36",92.4528467468917
"2016-10-31 10:12:28",93.1664336146787
"2016-11-02 15:37:08",92.0731577081606
"2016-11-04 21:59:22",91.3343093134463
"2016-11-06 23:17:47",93.0579960881732
"2016-11-07 11:06:04",91.5657090423629
"2016-11-07 16:51:03",92.0991776715964
"2016-11-09 23:15:54",90.529359025415
"2016-11-10 01:42:52",90.2221146053635
"2016-11-11 22:46:49",90.8681331747212
"2016-11-12 01:30:28",91.7328127827495
"2016-11-13 01:27:05",91.3280528900214
"2016-11-14 19:53:54",91.0864386772737
"2016-11-16 00:59:00",91.6284128441475
"2016-11-17 09:25:40",90.5948324594647
"2016-11-17 19:05:15",91.8554291715845
"2016-11-17 21:40:55",90.6523322896101
"2016-11-19 03:24:52",89.6308227935806
"2016-11-20 05:24:53",88.0107645997778
"2016-11-20 10:41:11",89.4469923474826
"2016-11-21 08:00:11",89.785296191927
"2016-11-21 10:09:47",90.4584930147976
"2016-11-21 10:47:18",89.5171880256385
"2016-11-23 08:13:54",90.8342521796003
"2016-11-23 12:19:40",92.7572694299743
"2016-11-25 17:57:45",94.1752505674958
"2016-11-25 23:13:22",93.8138450938277
"2016-11-26 17:59:16",95.4068597620353
"2016-11-28 01:10:32",93.519098949153
"2016-11-30 08:31:39",94.3711820221506
"2016-12-01 00:51:58",96.30525322631
"2016-12-03 01:26:38",96.9204212408513
"2016-12-05 08:08:50",95.1182364393026
"2016-12-07 14:08:56",96.9625921044499
"2016-12-08 06:43:55",97.3424564790912
"2016-12-09 05:57:22",95.8468675236218
"2016-12-10 10:41:30",95.4285252699628
"2016-12-10 16:03:57",94.4392135776579
"2016-12-13 00:14:31",95.1409213738516
"2016-12-15 07:32:58",96.2343111531809
"2016-12-16 23:17:04",97.5250056879595
