"","V1"
"2016-08-15 13:26:09",0
"2016-08-15 13:26:14",1.49799735751003
"2016-08-15 13:26:19",2.77054675621912
"2016-08-15 13:26:24",1.15835741814226
"2016-08-15 13:26:29",0.406179778277874
"2016-08-15 13:26:34",1.16999014327303
"2016-08-15 13:26:39",2.49939754698426
"2016-08-15 13:26:44",1.84209491685033
"2016-08-15 13:26:49",3.07745509035885
"2016-08-15 13:26:54",3.02672000462189
"2016-08-15 13:26:59",1.29935783101246
"2016-08-15 13:27:04",0.060176647733897
"2016-08-15 13:27:09",0.490694714244455
"2016-08-15 13:27:14",-1.10394696285948
"2016-08-15 13:27:19",0.577756541781127
"2016-08-15 13:27:24",0.425465057604015
"2016-08-15 13:27:29",0.176050862763077
"2016-08-15 13:27:34",-0.0986705222167075
"2016-08-15 13:27:39",1.54081101668999
"2016-08-15 13:27:44",-0.1714535234496
"2016-08-15 13:27:49",-1.24147938657552
"2016-08-15 13:27:54",-2.63981881411746
"2016-08-15 13:27:59",-4.23223920585588
"2016-08-15 13:28:04",-3.56380191352218
"2016-08-15 13:28:09",-5.16050164448097
"2016-08-15 13:28:14",-4.72912842174992
"2016-08-15 13:28:19",-6.36753104208037
"2016-08-15 13:28:24",-6.51621755724773
"2016-08-15 13:28:29",-8.02099626604468
"2016-08-15 13:28:34",-6.35994562599808
"2016-08-15 13:28:39",-7.14829848473892
"2016-08-15 13:28:44",-6.96092370757833
"2016-08-15 13:28:49",-8.06748545309529
"2016-08-15 13:28:54",-8.39454517513514
"2016-08-15 13:28:59",-6.64068050822243
"2016-08-15 13:29:04",-6.29745097178966
"2016-08-15 13:29:09",-7.20384628046304
"2016-08-15 13:29:14",-7.44885674351826
"2016-08-15 13:29:19",-8.3599005760625
"2016-08-15 13:29:24",-9.67059618001804
"2016-08-15 13:29:29",-11.6240525939502
"2016-08-15 13:29:34",-11.9237962812185
"2016-08-15 13:29:39",-12.8819580459967
"2016-08-15 13:29:44",-10.9973959093913
"2016-08-15 13:29:49",-9.86130774859339
"2016-08-15 13:29:54",-8.64317418867722
"2016-08-15 13:29:59",-8.05218908796087
"2016-08-15 13:30:04",-9.31590237794444
"2016-08-15 13:30:09",-10.4683833490126
"2016-08-15 13:30:14",-11.7012409735471
"2016-08-15 13:30:19",-11.7012409735471
"2016-08-15 13:30:24",-12.7012409735471
"2016-08-15 13:30:29",-9.7012409735471
"2016-08-15 13:30:34",-15.7012409735471
"2016-08-15 13:30:39",-9.7012409735471
"2016-08-15 13:30:44",-12.7012409735471
"2016-08-15 13:30:49",-11.7012409735471
"2016-08-15 13:30:54",-12.7415053136647
"2016-08-15 13:30:59",-14.0685939569958
"2016-08-15 13:31:04",-13.592602180317
"2016-08-15 13:31:09",-12.7121057156473
"2016-08-15 13:31:14",-11.427228203509
"2016-08-15 13:31:19",-13.1198031022213
"2016-08-15 13:31:24",-12.1094071706757
"2016-08-15 13:31:29",-11.2139881565236
"2016-08-15 13:31:34",-11.2066802838817
"2016-08-15 13:31:39",-9.91409933380783
"2016-08-15 13:31:44",-9.52584187872708
"2016-08-15 13:31:49",-9.80028392281383
"2016-08-15 13:31:54",-9.09872843651101
"2016-08-15 13:31:59",-8.58647424960509
"2016-08-15 13:32:04",-8.92315461253747
"2016-08-15 13:32:09",-10.8985272552818
"2016-08-15 13:32:14",-10.2439562343061
"2016-08-15 13:32:19",-9.10830068727955
"2016-08-15 13:32:24",-10.8756545460783
"2016-08-15 13:32:29",-11.6405269554816
"2016-08-15 13:32:34",-13.1062284489162
"2016-08-15 13:32:39",-14.68152650306
"2016-08-15 13:32:44",-15.5379988900386
"2016-08-15 13:32:49",-14.8939415537752
"2016-08-15 13:32:54",-14.757865970023
"2016-08-15 13:32:59",-15.2780829938129
"2016-08-15 13:33:04",-14.0431461115368
"2016-08-15 13:33:09",-15.4420280596241
"2016-08-15 13:33:14",-16.3067416888662
"2016-08-15 13:33:19",-17.3901840485632
"2016-08-15 13:33:24",-17.8166845985688
"2016-08-15 13:33:29",-16.622846222017
"2016-08-15 13:33:34",-17.4498770772479
"2016-08-15 13:33:39",-16.7416305639781
"2016-08-15 13:33:44",-14.958090051543
"2016-08-15 13:33:49",-16.688986371737
"2016-08-15 13:33:54",-15.773458132986
"2016-08-15 13:33:59",-13.7882584356703
"2016-08-15 13:34:04",-15.0323695498519
"2016-08-15 13:34:09",-16.4187068105675
"2016-08-15 13:34:14",-16.0144391073845
"2016-08-15 13:34:19",-17.1960019073449
"2016-08-15 13:34:24",-17.1055980827659
