"","V1"
"2016-08-16 19:47:36",0
"2016-08-16 19:47:41",-0.359681426081806
"2016-08-16 19:47:46",0.365922042168677
"2016-08-16 19:47:51",0.643582834862173
"2016-08-16 19:47:56",1.130018819822
"2016-08-16 19:48:01",1.32625113916583
"2016-08-16 19:48:06",1.99232518766075
"2016-08-16 19:48:11",2.46400389587507
"2016-08-16 19:48:16",2.81461456231773
"2016-08-16 19:48:21",2.28964228346013
"2016-08-16 19:48:26",2.4253484827932
"2016-08-16 19:48:31",2.88387376442552
"2016-08-16 19:48:36",3.29563880641945
"2016-08-16 19:48:41",2.75475846859626
"2016-08-16 19:48:46",3.29876864841208
"2016-08-16 19:48:51",3.6738555545453
"2016-08-16 19:48:56",3.95879473816603
"2016-08-16 19:49:01",4.18118023476563
"2016-08-16 19:49:06",4.94231591653079
"2016-08-16 19:49:11",5.72337777703069
"2016-08-16 19:49:16",5.58095747279003
"2016-08-16 19:49:21",6.08175183949061
"2016-08-16 19:49:26",5.58553859381936
"2016-08-16 19:49:31",5.75904778623953
"2016-08-16 19:49:36",5.09870897117071
"2016-08-16 19:49:41",4.87304665730335
"2016-08-16 19:49:46",4.43504118686542
"2016-08-16 19:49:51",3.97666584397666
"2016-08-16 19:49:56",3.91089296923019
"2016-08-16 19:50:01",4.61819934728555
"2016-08-16 19:50:06",4.21992241870612
"2016-08-16 19:50:11",4.0970112781506
"2016-08-16 19:50:16",3.11869767308235
"2016-08-16 19:50:21",3.82815931830555
"2016-08-16 19:50:26",3.03921388019808
"2016-08-16 19:50:31",3.20026674633846
"2016-08-16 19:50:36",3.63811404583976
"2016-08-16 19:50:41",3.88927084533498
"2016-08-16 19:50:46",3.20882271975279
"2016-08-16 19:50:51",3.35833770711906
"2016-08-16 19:50:56",3.51797577273101
"2016-08-16 19:51:01",3.60939643136226
"2016-08-16 19:51:06",2.95008748816326
"2016-08-16 19:51:11",2.18335244408809
"2016-08-16 19:51:16",2.94253905606456
"2016-08-16 19:51:21",2.91174704348668
"2016-08-16 19:51:26",3.65438084630296
"2016-08-16 19:51:31",3.1413339835126
"2016-08-16 19:51:36",3.10164184542373
"2016-08-16 19:51:41",3.18433217215352
"2016-08-16 19:51:46",3.18433217215352
"2016-08-16 19:51:51",7.18433217215352
"2016-08-16 19:51:56",5.18433217215352
"2016-08-16 19:52:01",11.1843321721535
"2016-08-16 19:52:06",5.18433217215352
"2016-08-16 19:52:11",7.18433217215352
"2016-08-16 19:52:16",3.18433217215352
"2016-08-16 19:52:21",2.25781052489765
"2016-08-16 19:52:26",3.02604233054444
"2016-08-16 19:52:31",3.18877257662825
"2016-08-16 19:52:36",3.44665409158915
"2016-08-16 19:52:41",2.90417163074017
"2016-08-16 19:52:46",3.11362147238106
"2016-08-16 19:52:51",2.45733727095649
"2016-08-16 19:52:56",2.81548080034554
"2016-08-16 19:53:01",3.72221701149829
"2016-08-16 19:53:06",3.31931850942783
"2016-08-16 19:53:11",3.73339956300333
"2016-08-16 19:53:16",4.0379209080711
"2016-08-16 19:53:21",3.60638401983306
"2016-08-16 19:53:26",4.33925564261153
"2016-08-16 19:53:31",4.01860680431128
"2016-08-16 19:53:36",3.60268248035572
"2016-08-16 19:53:41",2.62056350987405
"2016-08-16 19:53:46",2.9742736776825
"2016-08-16 19:53:51",3.29394128010608
"2016-08-16 19:53:56",3.44103682111017
"2016-08-16 19:54:01",3.8471074225381
"2016-08-16 19:54:06",4.67229505861178
"2016-08-16 19:54:11",3.70048777153715
"2016-08-16 19:54:16",3.88032572087832
"2016-08-16 19:54:21",4.15263561625034
"2016-08-16 19:54:26",3.29938056948595
"2016-08-16 19:54:31",3.93293709750287
"2016-08-16 19:54:36",3.22413866990246
"2016-08-16 19:54:41",2.3287606111262
"2016-08-16 19:54:46",1.50062048411928
"2016-08-16 19:54:51",1.51290105120279
"2016-08-16 19:54:56",2.31656948081218
"2016-08-16 19:55:01",2.58495719055645
"2016-08-16 19:55:06",1.66739801643416
"2016-08-16 19:55:11",0.912913198582828
"2016-08-16 19:55:16",1.87532504298724
"2016-08-16 19:55:21",1.84826941136271
"2016-08-16 19:55:26",1.03234764374793
"2016-08-16 19:55:31",0.762766484171152
"2016-08-16 19:55:36",1.07030601613224
"2016-08-16 19:55:41",1.81917082518339
"2016-08-16 19:55:46",1.50115814618766
"2016-08-16 19:55:51",1.79918656963855
