"","V1"
"2016-08-09 20:45:36",0
"2016-08-09 20:45:41",-0.228808455169201
"2016-08-09 20:45:46",-0.723131890874356
"2016-08-09 20:45:51",0.486069361679256
"2016-08-09 20:45:56",-0.456460724119097
"2016-08-09 20:46:01",1.13231319794431
"2016-08-09 20:46:06",0.10464833304286
"2016-08-09 20:46:11",-0.352775065228343
"2016-08-09 20:46:16",-0.0273487940430641
"2016-08-09 20:46:21",-0.24120866926387
"2016-08-09 20:46:26",-1.40686904732138
"2016-08-09 20:46:31",-0.00468833930790424
"2016-08-09 20:46:36",-0.000962960533797741
"2016-08-09 20:46:41",0.689073090907186
"2016-08-09 20:46:46",0.501910034101456
"2016-08-09 20:46:51",-0.498935775831342
"2016-08-09 20:46:56",0.3007708536461
"2016-08-09 20:47:01",-1.44786199042574
"2016-08-09 20:47:06",-2.91045316169038
"2016-08-09 20:47:11",-1.61595944827422
"2016-08-09 20:47:16",-3.2175451759249
"2016-08-09 20:47:21",-3.69663453334942
"2016-08-09 20:47:26",-3.80799827445298
"2016-08-09 20:47:31",-5.30047007789835
"2016-08-09 20:47:36",-6.33187434403226
"2016-08-09 20:47:41",-6.33187434403226
"2016-08-09 20:47:46",-2.33187434403226
"2016-08-09 20:47:51",-4.33187434403226
"2016-08-09 20:47:56",-0.331874344032258
"2016-08-09 20:48:01",-4.33187434403226
"2016-08-09 20:48:06",-2.33187434403226
"2016-08-09 20:48:11",-6.33187434403226
"2016-08-09 20:48:16",-5.81289395922795
"2016-08-09 20:48:21",-4.69555957941338
"2016-08-09 20:48:26",-6.01839682972059
"2016-08-09 20:48:31",-6.13234879262745
"2016-08-09 20:48:36",-4.88863446237519
"2016-08-09 20:48:41",-5.21419860096648
"2016-08-09 20:48:46",-5.2236074632965
"2016-08-09 20:48:51",-6.30430022301152
"2016-08-09 20:48:56",-6.28196824714541
"2016-08-09 20:49:01",-5.76011594571173
"2016-08-09 20:49:06",-6.3896812913008
"2016-08-09 20:49:11",-7.27757305791602
"2016-08-09 20:49:16",-7.28072953503579
"2016-08-09 20:49:21",-6.6140748555772
"2016-08-09 20:49:26",-5.34385529253632
"2016-08-09 20:49:31",-3.65681012580171
"2016-08-09 20:49:36",-2.48854541638866
"2016-08-09 20:49:41",-3.61188131710514
